"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 21 00:37:35 BST 2021","Wed Jul 21 00:38:05 BST 2021","30156","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","Given I am on campaign page","Given I am on campaign page",""
"passed","Wed Jul 21 01:12:44 BST 2021","Wed Jul 21 01:12:44 BST 2021","2","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","","",""
"passed","Wed Jul 21 01:10:00 BST 2021","Wed Jul 21 01:10:00 BST 2021","117","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","When I click hamburger icon in top nav bar","When I click hamburger icon in top nav bar",""
"passed","Wed Jul 21 01:16:58 BST 2021","Wed Jul 21 01:16:59 BST 2021","1369","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","When I click main menu item ""Buy"" in side nav bar","When I click main menu item ""Buy"" in side nav bar",""
"passed","Wed Jul 21 00:38:29 BST 2021","Wed Jul 21 00:39:16 BST 2021","46985","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","Then I validate sub menu items ""Fleet sales, Used cars,Diplomatic sales, Child seats"" in side nav","Then I validate sub menu items ""Fleet sales, Used cars,Diplomatic sales, Child seats"" in side nav",""
"passed","Wed Jul 21 01:16:24 BST 2021","Wed Jul 21 01:16:24 BST 2021","296","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","Then I see side navigation bar is ""not displayed""","Then I see side navigation bar is ""not displayed""",""
"passed","Wed Jul 21 01:13:05 BST 2021","Wed Jul 21 01:13:22 BST 2021","16743","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","Then I validate sub menu items ""Recharge, Concepts"" in side nav","Then I validate sub menu items ""Recharge, Concepts"" in side nav",""
"passed","Wed Jul 21 01:10:38 BST 2021","Wed Jul 21 01:10:38 BST 2021","114","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","Then I see sub menu drawer with title ""Buy"" is displayed in side nav bar","Then I see sub menu drawer with title ""Buy"" is displayed in side nav bar",""
"passed","Wed Jul 21 01:09:04 BST 2021","Wed Jul 21 01:09:04 BST 2021","7","","Campaign carousel items: Validate carousel items displayed model name ""XC90 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC90 Recharge"" and recharge type ""plug-in hybrid""","","",""
"passed","Wed Jul 21 01:18:35 BST 2021","Wed Jul 21 01:18:37 BST 2021","1391","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","Then I see side navigation bar is ""displayed""","Then I see side navigation bar is ""displayed""",""
"passed","Wed Jul 21 01:18:39 BST 2021","Wed Jul 21 01:18:58 BST 2021","19422","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","Then I validate sub menu items ""Our Story, Our Heritage"" in side nav","Then I validate sub menu items ""Our Story, Our Heritage"" in side nav",""
"passed","Wed Jul 21 01:14:49 BST 2021","Wed Jul 21 01:14:49 BST 2021","2","","Campaign carousel items: Validate carousel items displayed model name ""XC60 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC60 Recharge"" and recharge type ""plug-in hybrid""","","",""
"passed","Wed Jul 21 01:12:19 BST 2021","Wed Jul 21 01:12:19 BST 2021","180","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","When I click hamburger icon in top nav bar","When I click hamburger icon in top nav bar",""
"passed","Wed Jul 21 00:36:24 BST 2021","Wed Jul 21 00:36:24 BST 2021","4","","Campaign carousel items: Validate carousel items displayed model name ""XC40 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC40 Recharge"" and recharge type ""plug-in hybrid""","","",""
"passed","Wed Jul 21 00:36:42 BST 2021","Wed Jul 21 00:36:42 BST 2021","10","","Campaign carousel items: Validate carousel items displayed model name ""XC40 Recharge"" and recharge type ""pure electric""","","Campaign carousel items: Validate carousel items displayed model name ""XC40 Recharge"" and recharge type ""pure electric""","","",""
"passed","Wed Jul 21 01:16:10 BST 2021","Wed Jul 21 01:16:11 BST 2021","1188","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","When I click hamburger icon in top nav bar","When I click hamburger icon in top nav bar",""
"passed","Wed Jul 21 01:17:48 BST 2021","Wed Jul 21 01:17:49 BST 2021","755","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","Then I validate main menu item ""Own"" in side nav bar","Then I validate main menu item ""Own"" in side nav bar",""
"passed","Wed Jul 21 01:13:22 BST 2021","Wed Jul 21 01:13:22 BST 2021","8","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","","",""
"passed","Wed Jul 21 01:16:24 BST 2021","Wed Jul 21 01:16:24 BST 2021","1","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","","",""
"passed","Wed Jul 21 00:43:23 BST 2021","Wed Jul 21 00:43:23 BST 2021","3","","Campaign carousel items: Validate carousel items displayed model name ""XC90 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC90 Recharge"" and recharge type ""plug-in hybrid""","","",""
"passed","Wed Jul 21 01:16:56 BST 2021","Wed Jul 21 01:16:58 BST 2021","2026","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","Then I see side navigation bar is ""displayed""","Then I see side navigation bar is ""displayed""",""
"passed","Wed Jul 21 01:17:47 BST 2021","Wed Jul 21 01:17:48 BST 2021","1617","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","Then I see side navigation bar is ""displayed""","Then I see side navigation bar is ""displayed""",""
"passed","Wed Jul 21 01:18:58 BST 2021","Wed Jul 21 01:19:02 BST 2021","3981","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","Given I am on campaign page","Given I am on campaign page",""
"passed","Wed Jul 21 01:10:16 BST 2021","Wed Jul 21 01:10:21 BST 2021","4997","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","Given I am on campaign page","Given I am on campaign page",""
"passed","Wed Jul 21 01:18:30 BST 2021","Wed Jul 21 01:18:34 BST 2021","4205","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","Given I am on campaign page","Given I am on campaign page",""
"passed","Wed Jul 21 00:39:16 BST 2021","Wed Jul 21 00:39:16 BST 2021","2","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","",""
"passed","Wed Jul 21 00:37:35 BST 2021","Wed Jul 21 00:37:35 BST 2021","3","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","","",""
"passed","Wed Jul 21 01:09:08 BST 2021","Wed Jul 21 01:09:16 BST 2021","8017","","Campaign carousel items: Validate carousel items displayed model name ""XC60 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC60 Recharge"" and recharge type ""plug-in hybrid""","Then I see carousel item displayed with model name ""XC60 Recharge"" and recharge type ""plug-in hybrid""","Then I see carousel item displayed with model name ""XC60 Recharge"" and recharge type ""plug-in hybrid""",""
"passed","Wed Jul 21 01:18:58 BST 2021","Wed Jul 21 01:18:58 BST 2021","3","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","","",""
"passed","Wed Jul 21 01:14:35 BST 2021","Wed Jul 21 01:14:41 BST 2021","5701","","Campaign carousel items: Validate carousel items displayed model name ""XC60 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC60 Recharge"" and recharge type ""plug-in hybrid""","Given I am on campaign page","Given I am on campaign page",""
"passed","Wed Jul 21 01:13:05 BST 2021","Wed Jul 21 01:13:05 BST 2021","170","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","Then I see sub menu drawer with title ""Explore"" is displayed in side nav bar","Then I see sub menu drawer with title ""Explore"" is displayed in side nav bar",""
"passed","Wed Jul 21 01:09:16 BST 2021","Wed Jul 21 01:09:16 BST 2021","2","","Campaign carousel items: Validate carousel items displayed model name ""XC60 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC60 Recharge"" and recharge type ""plug-in hybrid""","","",""
"passed","Wed Jul 21 01:14:55 BST 2021","Wed Jul 21 01:15:03 BST 2021","8011","","Campaign carousel items: Validate carousel items displayed model name ""XC40 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC40 Recharge"" and recharge type ""plug-in hybrid""","Then I see carousel item displayed with model name ""XC40 Recharge"" and recharge type ""plug-in hybrid""","Then I see carousel item displayed with model name ""XC40 Recharge"" and recharge type ""plug-in hybrid""",""
"passed","Wed Jul 21 01:19:36 BST 2021","Wed Jul 21 01:19:40 BST 2021","4223","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","Then I see side navigation bar is ""displayed""","Then I see side navigation bar is ""displayed""",""
"passed","Wed Jul 21 01:11:12 BST 2021","Wed Jul 21 01:11:12 BST 2021","3","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","",""
"passed","Wed Jul 21 01:19:02 BST 2021","Wed Jul 21 01:19:03 BST 2021","515","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","When I click hamburger icon in top nav bar","When I click hamburger icon in top nav bar",""
"passed","Wed Jul 21 01:10:38 BST 2021","Wed Jul 21 01:10:38 BST 2021","46","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","Then I validate main menu item ""Buy"" in side nav bar","Then I validate main menu item ""Buy"" in side nav bar",""
"passed","Wed Jul 21 01:12:06 BST 2021","Wed Jul 21 01:12:11 BST 2021","4233","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","Given I am on campaign page","Given I am on campaign page",""
"passed","Wed Jul 21 01:18:37 BST 2021","Wed Jul 21 01:18:37 BST 2021","395","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","Then I validate main menu item ""Why Volvo"" in side nav bar","Then I validate main menu item ""Why Volvo"" in side nav bar",""
"passed","Wed Jul 21 01:13:04 BST 2021","Wed Jul 21 01:13:05 BST 2021","596","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","When I click main menu item ""Explore"" in side nav bar","When I click main menu item ""Explore"" in side nav bar",""
"passed","Wed Jul 21 01:19:06 BST 2021","Wed Jul 21 01:19:06 BST 2021","288","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","Then I see sub menu drawer with title ""Explore"" is displayed in side nav bar","Then I see sub menu drawer with title ""Explore"" is displayed in side nav bar",""
"passed","Wed Jul 21 01:19:24 BST 2021","Wed Jul 21 01:19:29 BST 2021","4724","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","Given I am on campaign page","Given I am on campaign page",""
"passed","Wed Jul 21 00:38:28 BST 2021","Wed Jul 21 00:38:29 BST 2021","697","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","Then I see sub menu drawer with title ""Buy"" is displayed in side nav bar","Then I see sub menu drawer with title ""Buy"" is displayed in side nav bar",""
"passed","Wed Jul 21 01:13:34 BST 2021","Wed Jul 21 01:13:42 BST 2021","8016","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","Then I see side navigation bar is ""displayed""","Then I see side navigation bar is ""displayed""",""
"passed","Wed Jul 21 01:17:38 BST 2021","Wed Jul 21 01:17:38 BST 2021","1","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","",""
"passed","Wed Jul 21 01:17:45 BST 2021","Wed Jul 21 01:17:47 BST 2021","1386","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","When I click hamburger icon in top nav bar","When I click hamburger icon in top nav bar",""
"passed","Wed Jul 21 01:19:29 BST 2021","Wed Jul 21 01:19:32 BST 2021","3006","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","Then I see side navigation bar is ""not displayed""","Then I see side navigation bar is ""not displayed""",""
"passed","Wed Jul 21 01:09:28 BST 2021","Wed Jul 21 01:09:28 BST 2021","4","","Campaign carousel items: Validate carousel items displayed model name ""XC40 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC40 Recharge"" and recharge type ""plug-in hybrid""","","",""
"passed","Wed Jul 21 01:14:00 BST 2021","Wed Jul 21 01:14:00 BST 2021","3","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","","",""
"passed","Wed Jul 21 01:09:28 BST 2021","Wed Jul 21 01:09:31 BST 2021","3054","","Campaign carousel items: Validate carousel items displayed model name ""XC40 Recharge"" and recharge type ""pure electric""","","Campaign carousel items: Validate carousel items displayed model name ""XC40 Recharge"" and recharge type ""pure electric""","Given I am on campaign page","Given I am on campaign page",""
"passed","Wed Jul 21 01:14:49 BST 2021","Wed Jul 21 01:14:55 BST 2021","5911","","Campaign carousel items: Validate carousel items displayed model name ""XC40 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC40 Recharge"" and recharge type ""plug-in hybrid""","Given I am on campaign page","Given I am on campaign page",""
"passed","Wed Jul 21 01:10:38 BST 2021","Wed Jul 21 01:10:38 BST 2021","659","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","When I click main menu item ""Buy"" in side nav bar","When I click main menu item ""Buy"" in side nav bar",""
"broken","Wed Jul 21 00:42:23 BST 2021","Wed Jul 21 00:43:23 BST 2021","60082","","Campaign carousel items: Validate carousel items displayed model name ""XC90 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC90 Recharge"" and recharge type ""plug-in hybrid""","Given I am on campaign page","Given I am on campaign page",""
"passed","Wed Jul 21 01:12:44 BST 2021","Wed Jul 21 01:12:48 BST 2021","3641","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","Given I am on campaign page","Given I am on campaign page",""
"passed","Wed Jul 21 01:16:59 BST 2021","Wed Jul 21 01:17:00 BST 2021","236","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","Then I see sub menu drawer with title ""Buy"" is displayed in side nav bar","Then I see sub menu drawer with title ""Buy"" is displayed in side nav bar",""
"passed","Wed Jul 21 01:19:02 BST 2021","Wed Jul 21 01:19:02 BST 2021","295","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","Then I see side navigation bar is ""not displayed""","Then I see side navigation bar is ""not displayed""",""
"passed","Wed Jul 21 01:18:30 BST 2021","Wed Jul 21 01:18:30 BST 2021","1","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","","",""
"passed","Wed Jul 21 01:10:29 BST 2021","Wed Jul 21 01:10:30 BST 2021","189","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","When I click hamburger icon in top nav bar","When I click hamburger icon in top nav bar",""
"passed","Wed Jul 21 01:11:16 BST 2021","Wed Jul 21 01:11:24 BST 2021","8017","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","Then I see side navigation bar is ""not displayed""","Then I see side navigation bar is ""not displayed""",""
"passed","Wed Jul 21 01:11:12 BST 2021","Wed Jul 21 01:11:16 BST 2021","3942","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","Given I am on campaign page","Given I am on campaign page",""
"passed","Wed Jul 21 01:11:33 BST 2021","Wed Jul 21 01:11:33 BST 2021","195","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","Then I see sub menu drawer with title ""Own"" is displayed in side nav bar","Then I see sub menu drawer with title ""Own"" is displayed in side nav bar",""
"passed","Wed Jul 21 01:14:27 BST 2021","Wed Jul 21 01:14:35 BST 2021","8019","","Campaign carousel items: Validate carousel items displayed model name ""XC90 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC90 Recharge"" and recharge type ""plug-in hybrid""","Then I see carousel item displayed with model name ""XC90 Recharge"" and recharge type ""plug-in hybrid""","Then I see carousel item displayed with model name ""XC90 Recharge"" and recharge type ""plug-in hybrid""",""
"passed","Wed Jul 21 01:17:51 BST 2021","Wed Jul 21 01:18:30 BST 2021","38149","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","Then I validate sub menu items ""Support, Service & Repair, Accessories, Volvo Recall"" in side nav","Then I validate sub menu items ""Support, Service & Repair, Accessories, Volvo Recall"" in side nav",""
"passed","Wed Jul 21 01:12:56 BST 2021","Wed Jul 21 01:13:04 BST 2021","8021","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","Then I see side navigation bar is ""displayed""","Then I see side navigation bar is ""displayed""",""
"passed","Wed Jul 21 00:38:05 BST 2021","Wed Jul 21 00:38:05 BST 2021","494","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","Then I see side navigation bar is ""not displayed""","Then I see side navigation bar is ""not displayed""",""
"passed","Wed Jul 21 01:12:56 BST 2021","Wed Jul 21 01:12:56 BST 2021","158","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","When I click hamburger icon in top nav bar","When I click hamburger icon in top nav bar",""
"passed","Wed Jul 21 01:19:04 BST 2021","Wed Jul 21 01:19:04 BST 2021","368","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","Then I validate main menu item ""Explore"" in side nav bar","Then I validate main menu item ""Explore"" in side nav bar",""
"passed","Wed Jul 21 01:14:35 BST 2021","Wed Jul 21 01:14:35 BST 2021","2","","Campaign carousel items: Validate carousel items displayed model name ""XC90 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC90 Recharge"" and recharge type ""plug-in hybrid""","","",""
"passed","Wed Jul 21 01:10:16 BST 2021","Wed Jul 21 01:10:16 BST 2021","9","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","","",""
"passed","Wed Jul 21 00:37:24 BST 2021","Wed Jul 21 00:37:33 BST 2021","9146","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","Then I see side navigation bar is ""displayed""","Then I see side navigation bar is ""displayed""",""
"passed","Wed Jul 21 00:37:22 BST 2021","Wed Jul 21 00:37:24 BST 2021","2437","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","When I click hamburger icon in top nav bar","When I click hamburger icon in top nav bar",""
"passed","Wed Jul 21 01:12:06 BST 2021","Wed Jul 21 01:12:06 BST 2021","2","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Own""","","",""
"passed","Wed Jul 21 01:13:43 BST 2021","Wed Jul 21 01:13:43 BST 2021","572","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","When I click main menu item ""More"" in side nav bar","When I click main menu item ""More"" in side nav bar",""
"passed","Wed Jul 21 01:16:54 BST 2021","Wed Jul 21 01:16:55 BST 2021","448","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","Then I see side navigation bar is ""not displayed""","Then I see side navigation bar is ""not displayed""",""
"passed","Wed Jul 21 01:08:49 BST 2021","Wed Jul 21 01:08:56 BST 2021","6951","","Campaign carousel items: Validate carousel items displayed model name ""XC90 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC90 Recharge"" and recharge type ""plug-in hybrid""","Given I am on campaign page","Given I am on campaign page",""
"passed","Wed Jul 21 01:09:20 BST 2021","Wed Jul 21 01:09:28 BST 2021","8015","","Campaign carousel items: Validate carousel items displayed model name ""XC40 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC40 Recharge"" and recharge type ""plug-in hybrid""","Then I see carousel item displayed with model name ""XC40 Recharge"" and recharge type ""plug-in hybrid""","Then I see carousel item displayed with model name ""XC40 Recharge"" and recharge type ""plug-in hybrid""",""
"passed","Wed Jul 21 01:13:43 BST 2021","Wed Jul 21 01:14:00 BST 2021","16762","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","Then I validate sub menu items ""Company, Contact Us"" in side nav","Then I validate sub menu items ""Company, Contact Us"" in side nav",""
"passed","Wed Jul 21 01:19:40 BST 2021","Wed Jul 21 01:19:42 BST 2021","2000","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""More""","Then I validate main menu item ""More"" in side nav bar","Then I validate main menu item ""More"" in side nav bar",""
"passed","Wed Jul 21 01:18:38 BST 2021","Wed Jul 21 01:18:39 BST 2021","308","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","Then I see sub menu drawer with title ""Why Volvo"" is displayed in side nav bar","Then I see sub menu drawer with title ""Why Volvo"" is displayed in side nav bar",""
"passed","Wed Jul 21 01:09:47 BST 2021","Wed Jul 21 01:09:52 BST 2021","4475","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","Given I am on campaign page","Given I am on campaign page",""
"passed","Wed Jul 21 00:35:32 BST 2021","Wed Jul 21 00:36:02 BST 2021","30467","","Campaign carousel items: Validate carousel items displayed model name ""XC60 Recharge"" and recharge type ""plug-in hybrid""","","Campaign carousel items: Validate carousel items displayed model name ""XC60 Recharge"" and recharge type ""plug-in hybrid""","Given I am on campaign page","Given I am on campaign page",""
"passed","Wed Jul 21 01:19:24 BST 2021","Wed Jul 21 01:19:24 BST 2021","2","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Explore""","","",""
"passed","Wed Jul 21 01:10:30 BST 2021","Wed Jul 21 01:10:38 BST 2021","8011","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Buy""","Then I see side navigation bar is ""displayed""","Then I see side navigation bar is ""displayed""",""
"passed","Wed Jul 21 01:12:19 BST 2021","Wed Jul 21 01:12:27 BST 2021","8016","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","Then I see side navigation bar is ""displayed""","Then I see side navigation bar is ""displayed""",""
"passed","Wed Jul 21 01:10:08 BST 2021","Wed Jul 21 01:10:08 BST 2021","472","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","","Campaign page menu bar and menu items items: Validate Navigation Side bar show hide","When I click side menu bar close icon","When I click side menu bar close icon",""
"passed","Wed Jul 21 01:12:11 BST 2021","Wed Jul 21 01:12:19 BST 2021","8018","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","","Campaign page menu bar and menu items items: Validate Navigation Side bar menu item ""Why Volvo""","Then I see side navigation bar is ""not displayed""","Then I see side navigation bar is ""not displayed""",""
